run_id,lib_conc_ng_ul,frag_size_bp,load_conc_pm,cluster_density_k_mm2,din_score,undetermined_pct,kit_age_days,room_temp_c,lib_method,calib_status,operator_exp_years,failure_prob,run_failed
MGI-SYN-0510,1.47,468,1.07,754,6.9,1.08,175,23.8,amplicon,within_month,3,0.0,0
MGI-SYN-0511,2.55,259,1.79,1070,4.9,2.69,54,24.3,rna_seq,within_week,5,0.15,1
MGI-SYN-0512,2.17,335,1.82,692,8.9,2.98,211,21.9,amplicon,within_month,10,0.0,0
MGI-SYN-0513,1.97,293,1.82,1158,5.9,4.57,95,25.0,amplicon,within_week,5,0.0,0
MGI-SYN-0514,1.41,201,1.5,535,5.3,0.37,223,24.5,pcr_based,within_week,8,0.15,0
MGI-SYN-0515,1.67,343,1.55,928,6.7,1.29,9,23.8,pcr_free,within_month,5,0.0,0
MGI-SYN-0516,3.25,340,1.73,936,5.4,13.4,53,20.0,pcr_based,within_month,5,0.1,0
MGI-SYN-0517,2.86,471,1.63,707,6.2,11.95,77,20.7,wes,within_month,5,0.1,0
MGI-SYN-0518,1.37,400,0.71,926,7.6,7.6,206,25.2,pcr_free,within_month,3,0.0,0
MGI-SYN-0519,2.34,268,1.51,1080,7.6,0.1,316,20.4,amplicon,overdue,3,0.3,0
MGI-SYN-0520,3.24,498,1.26,451,5.4,1.98,302,18.1,amplicon,overdue,3,0.3,1
MGI-SYN-0521,0.97,448,1.67,940,6.1,4.94,310,20.4,pcr_free,within_month,1,0.38,0
MGI-SYN-0522,2.92,397,2.79,401,8.9,1.61,330,26.7,pcr_based,within_month,2,0.23,0
MGI-SYN-0523,1.6,332,1.75,676,7.9,12.02,112,20.4,pcr_based,within_week,2,0.18,0
MGI-SYN-0524,2.96,273,1.47,1143,10.0,5.02,351,23.0,pcr_based,within_month,8,0.15,0
MGI-SYN-0525,1.52,320,1.97,745,9.1,0.37,165,20.2,wes,within_week,3,0.0,0
MGI-SYN-0526,0.9,437,1.79,639,9.1,11.98,279,24.3,amplicon,overdue,2,0.63,1
MGI-SYN-0527,0.99,501,1.77,814,4.5,15.82,27,23.6,amplicon,today,2,0.48,1
MGI-SYN-0528,2.28,473,1.84,1222,8.4,0.4,70,17.5,wes,within_week,5,0.1,0
MGI-SYN-0529,2.53,311,2.42,520,6.9,3.8,218,22.8,amplicon,within_month,1,0.08,0
MGI-SYN-0530,1.42,260,1.15,661,6.0,1.81,189,17.0,rna_seq,within_week,3,0.1,0
MGI-SYN-0531,3.06,361,1.79,1120,7.3,2.49,333,20.3,pcr_free,within_week,2,0.23,0
MGI-SYN-0532,0.97,209,1.23,1184,8.7,0.99,306,22.0,amplicon,within_month,8,0.45,1
MGI-SYN-0533,2.15,376,1.82,831,7.9,4.31,124,27.5,pcr_based,within_month,10,0.0,0
MGI-SYN-0534,1.21,338,1.23,627,5.4,15.85,19,23.0,pcr_based,within_month,10,0.1,1
MGI-SYN-0535,1.61,313,1.43,1227,8.3,3.5,257,19.7,pcr_free,within_week,3,0.0,0
MGI-SYN-0536,2.28,222,1.48,1137,5.9,0.43,296,21.0,amplicon,within_month,5,0.15,1
MGI-SYN-0537,1.45,391,1.99,972,7.4,4.84,22,24.8,pcr_free,within_week,5,0.0,0
MGI-SYN-0538,1.84,307,1.97,704,6.5,2.08,40,19.7,pcr_free,within_week,3,0.0,0
MGI-SYN-0539,3.68,256,1.1,841,6.6,9.69,38,25.3,rna_seq,within_month,3,0.0,0
MGI-SYN-0540,1.67,120,1.62,821,8.4,2.85,48,20.4,wes,within_month,1,0.38,0
MGI-SYN-0541,3.38,348,1.32,910,5.1,1.07,183,19.3,amplicon,within_month,8,0.0,0
MGI-SYN-0542,1.27,492,1.1,1111,10.0,1.06,75,20.5,wes,within_month,2,0.08,0
MGI-SYN-0543,2.9,483,1.51,1008,3.7,7.32,209,17.2,rna_seq,within_week,3,0.25,0
MGI-SYN-0544,4.58,313,1.48,656,5.9,1.54,183,15.5,amplicon,within_month,3,0.1,0
MGI-SYN-0545,0.65,302,2.57,1098,7.7,7.29,107,21.8,pcr_free,today,5,0.35,0
MGI-SYN-0546,1.49,388,1.77,906,8.1,1.15,188,21.8,wes,overdue,8,0.15,0
MGI-SYN-0547,2.97,270,1.05,974,6.8,1.94,264,22.8,amplicon,within_month,5,0.0,0
MGI-SYN-0548,2.01,374,1.37,1114,6.9,3.13,86,21.7,pcr_based,within_month,5,0.0,0
MGI-SYN-0549,2.68,411,2.01,650,7.7,14.34,324,29.0,pcr_based,within_month,5,0.35,0
MGI-SYN-0550,1.65,448,2.44,844,6.6,13.42,331,22.5,pcr_based,within_month,1,0.33,1
MGI-SYN-0551,2.32,342,0.97,754,9.5,1.16,137,17.9,rna_seq,within_month,3,0.1,0
MGI-SYN-0552,2.06,334,0.85,568,8.5,2.22,346,18.6,pcr_based,within_week,10,0.15,0
MGI-SYN-0553,3.99,280,2.35,912,8.6,0.81,336,22.0,rna_seq,within_week,10,0.15,0
MGI-SYN-0554,2.53,284,1.76,1302,5.3,3.57,95,20.7,rna_seq,within_month,5,0.0,0
MGI-SYN-0555,2.63,332,1.25,519,6.9,3.09,326,18.3,amplicon,overdue,2,0.38,0
MGI-SYN-0556,1.81,379,1.81,844,6.5,11.55,245,21.8,amplicon,within_week,2,0.18,0
MGI-SYN-0557,1.74,423,0.55,965,5.2,13.3,90,21.9,pcr_based,within_week,3,0.1,0
MGI-SYN-0558,1.79,286,1.6,872,7.6,2.42,59,26.8,pcr_free,within_week,8,0.0,0
MGI-SYN-0559,2.71,469,1.73,830,6.0,3.38,28,19.3,pcr_free,within_month,5,0.0,0
MGI-SYN-0560,1.8,328,1.97,616,8.2,11.33,72,20.7,wes,within_week,8,0.1,0
MGI-SYN-0561,2.57,348,1.19,892,5.1,8.22,270,26.8,pcr_based,within_week,5,0.0,0
MGI-SYN-0562,6.28,290,1.63,714,10.0,0.1,24,23.0,pcr_free,within_month,2,0.08,0
MGI-SYN-0563,3.44,156,1.23,456,5.4,1.93,112,19.2,pcr_based,within_month,2,0.23,0
MGI-SYN-0564,1.89,421,1.7,1065,7.4,2.74,300,19.9,rna_seq,today,1,0.23,0
MGI-SYN-0565,4.06,409,1.24,1023,8.4,1.3,56,18.4,pcr_based,today,5,0.0,0
MGI-SYN-0566,1.81,327,1.44,859,6.0,1.11,223,22.2,rna_seq,within_month,2,0.08,0
MGI-SYN-0567,0.8,355,1.2,891,8.5,0.19,120,25.1,pcr_based,within_month,5,0.15,0
MGI-SYN-0568,1.34,391,1.86,1043,4.8,5.16,179,26.9,pcr_based,overdue,5,0.3,0
MGI-SYN-0569,0.87,225,1.94,890,9.6,1.52,288,17.5,pcr_free,within_month,3,0.4,0
MGI-SYN-0570,1.87,308,1.51,1013,7.0,0.27,281,24.6,pcr_based,today,2,0.23,0
MGI-SYN-0571,2.25,414,1.62,796,5.9,1.31,189,22.5,amplicon,within_month,2,0.08,0
MGI-SYN-0572,5.15,250,1.02,1086,6.5,8.1,66,21.2,pcr_free,within_week,5,0.0,0
MGI-SYN-0573,2.62,373,1.48,908,8.5,9.54,298,20.7,amplicon,today,3,0.15,0
MGI-SYN-0574,1.99,241,1.58,885,5.9,3.3,249,16.2,amplicon,overdue,3,0.25,1
MGI-SYN-0575,3.37,387,2.65,621,5.7,2.69,76,23.9,amplicon,within_month,8,0.0,0
MGI-SYN-0576,0.74,347,1.16,902,6.6,19.05,137,18.0,wes,within_week,5,0.45,1
MGI-SYN-0577,2.5,221,2.19,700,4.9,1.12,164,19.8,pcr_based,within_week,5,0.15,0
MGI-SYN-0578,3.27,443,2.0,735,10.0,1.21,233,23.3,amplicon,today,5,0.0,0
MGI-SYN-0579,1.06,291,1.71,703,6.0,1.73,255,16.6,rna_seq,within_week,8,0.25,0
MGI-SYN-0580,3.94,285,2.3,658,8.5,0.95,294,18.0,wes,within_month,5,0.15,0
MGI-SYN-0581,2.64,366,1.75,1232,7.4,2.39,170,25.7,rna_seq,within_week,3,0.0,0
MGI-SYN-0582,1.81,442,1.76,1090,5.2,12.09,317,22.4,pcr_based,overdue,3,0.4,1
MGI-SYN-0583,3.05,269,1.58,1196,7.0,4.78,174,20.0,wes,today,8,0.0,0
MGI-SYN-0584,6.93,355,2.09,630,8.4,2.65,345,22.4,amplicon,within_month,5,0.15,0
MGI-SYN-0585,2.44,384,2.04,863,6.7,13.62,18,24.0,pcr_free,overdue,5,0.25,1
MGI-SYN-0586,2.52,405,1.35,617,9.1,0.25,70,25.4,wes,within_month,8,0.0,0
MGI-SYN-0587,1.77,364,1.07,725,8.8,1.18,338,18.7,amplicon,today,10,0.15,0
MGI-SYN-0588,1.46,321,1.52,685,8.7,4.17,116,18.9,pcr_free,within_week,3,0.0,0
MGI-SYN-0589,3.37,284,1.28,1073,6.2,4.78,80,23.8,pcr_free,within_week,2,0.08,0
MGI-SYN-0590,1.45,357,1.57,779,5.1,0.2,15,23.9,wes,overdue,3,0.15,0
MGI-SYN-0591,2.31,264,2.09,1042,5.9,2.58,176,18.0,pcr_free,overdue,8,0.15,0
MGI-SYN-0592,1.75,116,1.42,959,7.4,5.24,269,19.0,pcr_free,overdue,3,0.45,1
MGI-SYN-0593,2.83,385,1.58,1265,8.0,5.99,119,21.4,pcr_based,within_month,2,0.08,0
MGI-SYN-0594,2.63,422,1.62,584,3.1,5.08,299,22.1,pcr_free,within_week,1,0.38,0
MGI-SYN-0595,3.74,161,1.94,1077,7.0,1.93,188,22.2,rna_seq,overdue,3,0.3,0
MGI-SYN-0596,1.72,269,0.7,1056,7.3,0.49,57,17.9,pcr_based,overdue,2,0.33,1
MGI-SYN-0597,1.94,400,1.36,675,6.5,2.79,199,22.1,amplicon,within_week,2,0.08,0
MGI-SYN-0598,1.36,515,1.68,1031,9.3,0.69,17,19.8,rna_seq,within_week,5,0.0,0
MGI-SYN-0599,1.78,352,2.08,911,7.8,14.75,288,18.5,pcr_based,within_month,1,0.33,1
MGI-SYN-0600,2.69,292,1.4,809,9.4,3.22,55,22.0,pcr_based,within_week,2,0.08,0
MGI-SYN-0601,3.25,335,0.85,702,6.6,1.91,269,21.7,wes,today,8,0.0,0
MGI-SYN-0602,1.4,460,1.85,721,8.7,7.27,303,24.4,pcr_based,overdue,8,0.3,1
MGI-SYN-0603,3.44,298,1.35,1219,9.9,3.45,87,19.4,pcr_based,overdue,3,0.15,1
MGI-SYN-0604,4.38,286,1.12,850,9.4,1.86,318,22.7,amplicon,within_week,1,0.23,0
MGI-SYN-0605,2.74,311,1.35,991,5.0,8.36,29,17.3,wes,within_week,5,0.1,0
MGI-SYN-0606,5.69,274,1.53,708,6.5,10.09,22,21.2,wes,within_month,3,0.1,0
MGI-SYN-0607,1.51,360,1.36,710,6.4,5.59,321,23.4,rna_seq,within_month,1,0.23,0
MGI-SYN-0608,1.19,480,0.72,1045,7.9,0.24,285,23.6,wes,within_week,2,0.38,0
MGI-SYN-0609,0.91,376,1.96,607,8.2,4.18,48,23.7,wes,within_month,2,0.23,1
MGI-SYN-0610,4.7,330,2.11,775,5.5,7.2,5,24.4,wes,overdue,5,0.15,0
MGI-SYN-0611,3.09,327,1.86,856,7.1,0.73,250,20.7,pcr_free,overdue,8,0.15,0
MGI-SYN-0612,2.16,225,1.14,870,3.4,1.3,163,23.5,pcr_based,within_week,8,0.15,1
MGI-SYN-0613,2.56,421,1.52,818,9.6,10.71,202,27.6,amplicon,within_week,5,0.1,0
MGI-SYN-0614,1.27,344,1.6,921,6.1,0.1,101,20.6,amplicon,overdue,3,0.15,0
MGI-SYN-0615,7.56,336,1.84,975,7.1,6.99,71,26.1,pcr_free,today,5,0.0,0
MGI-SYN-0616,2.37,605,1.87,982,6.4,3.21,163,24.6,pcr_based,within_month,3,0.0,0
MGI-SYN-0617,2.35,374,1.31,673,9.1,2.96,173,21.2,pcr_based,today,2,0.08,0
MGI-SYN-0618,3.2,290,1.63,799,1.9,0.1,141,21.5,amplicon,within_week,5,0.3,1
MGI-SYN-0619,2.83,316,1.78,1065,7.0,8.56,138,22.4,wes,within_week,8,0.0,0
MGI-SYN-0620,2.49,442,2.18,1011,6.8,2.23,66,24.5,rna_seq,within_week,3,0.0,0
MGI-SYN-0621,1.5,359,1.88,603,6.2,3.89,198,23.2,wes,overdue,8,0.15,0
MGI-SYN-0622,2.82,235,1.92,913,10.0,5.66,328,20.6,wes,today,3,0.15,0
MGI-SYN-0623,5.7,424,1.63,494,5.4,6.06,228,15.8,pcr_based,overdue,3,0.25,1
MGI-SYN-0624,4.36,297,2.16,858,8.4,15.62,281,24.0,pcr_based,overdue,1,0.48,0
MGI-SYN-0625,4.94,500,1.76,1192,7.6,3.79,172,16.2,pcr_based,within_week,5,0.1,1
MGI-SYN-0626,1.72,436,1.26,679,9.3,2.55,316,17.9,amplicon,within_month,8,0.25,0
MGI-SYN-0627,1.36,314,2.16,700,5.8,15.36,40,20.8,pcr_free,within_week,5,0.1,0
MGI-SYN-0628,2.09,452,1.88,988,5.7,5.14,7,18.4,amplicon,within_month,2,0.08,0
MGI-SYN-0629,2.29,355,1.42,572,9.0,1.77,174,23.0,amplicon,within_month,2,0.08,1
MGI-SYN-0630,3.85,418,1.41,736,7.8,0.68,151,21.1,pcr_based,within_week,5,0.0,0
MGI-SYN-0631,0.95,389,1.72,957,4.2,9.24,211,24.4,rna_seq,within_week,3,0.3,0
MGI-SYN-0632,4.78,282,1.79,736,6.0,2.25,302,17.2,amplicon,within_month,3,0.25,1
MGI-SYN-0633,2.06,299,1.68,808,7.7,5.4,86,20.0,pcr_free,overdue,10,0.15,0
MGI-SYN-0634,1.8,432,1.72,984,8.5,3.18,253,22.0,pcr_based,today,5,0.0,0
MGI-SYN-0635,1.34,323,2.28,926,5.8,1.11,21,22.1,amplicon,within_month,3,0.0,0
MGI-SYN-0636,0.97,318,2.03,898,1.8,4.6,257,24.1,pcr_based,within_week,1,0.53,1
MGI-SYN-0637,3.36,274,1.68,789,7.9,0.31,33,19.3,pcr_free,within_month,1,0.08,0
MGI-SYN-0638,2.31,384,1.98,917,4.8,2.67,260,20.6,amplicon,today,5,0.15,0
MGI-SYN-0639,1.17,515,1.19,828,3.4,3.96,234,23.5,rna_seq,within_month,8,0.3,0
MGI-SYN-0640,1.16,265,1.76,932,1.9,2.86,3,15.4,pcr_based,within_week,5,0.55,1
MGI-SYN-0641,1.88,352,2.32,761,8.5,6.9,347,23.2,rna_seq,within_month,3,0.15,0
MGI-SYN-0642,5.13,463,1.51,817,7.2,8.8,308,24.3,wes,within_month,1,0.23,0
MGI-SYN-0643,1.95,344,1.26,672,6.6,7.38,227,18.0,pcr_free,within_month,10,0.0,0
MGI-SYN-0644,1.05,386,1.34,844,9.5,0.2,284,21.1,amplicon,within_month,10,0.3,1
MGI-SYN-0645,1.97,265,1.16,704,8.1,1.08,70,26.5,pcr_based,within_month,5,0.0,0
MGI-SYN-0646,1.94,384,1.29,649,9.9,3.85,313,24.0,pcr_based,overdue,1,0.38,0
MGI-SYN-0647,0.58,335,1.45,897,4.5,13.65,364,23.3,amplicon,within_month,5,0.75,1
MGI-SYN-0648,2.17,429,1.04,888,6.9,9.01,254,25.0,amplicon,overdue,8,0.15,0
MGI-SYN-0649,1.98,445,1.61,991,4.1,9.24,144,27.4,pcr_free,within_month,5,0.15,0
MGI-SYN-0650,3.15,557,1.96,772,6.6,1.81,24,22.1,rna_seq,within_month,5,0.0,0
MGI-SYN-0651,5.61,396,1.24,923,6.6,2.81,234,20.8,wes,within_week,1,0.08,0
MGI-SYN-0652,3.91,376,2.21,949,8.1,3.18,333,25.0,rna_seq,within_month,2,0.23,0
MGI-SYN-0653,1.95,366,1.8,930,7.1,0.86,175,21.4,pcr_based,today,2,0.08,0
MGI-SYN-0654,1.28,322,2.01,701,8.1,0.16,332,19.2,rna_seq,overdue,10,0.3,0
MGI-SYN-0655,8.06,377,1.34,877,8.3,14.68,325,20.4,pcr_based,within_month,5,0.25,0
MGI-SYN-0656,2.29,326,1.94,916,10.0,1.38,357,22.9,pcr_free,overdue,8,0.3,0
MGI-SYN-0657,2.24,363,1.16,851,6.4,1.37,159,20.7,wes,today,2,0.08,0
MGI-SYN-0658,2.2,455,1.96,474,5.3,0.44,348,20.9,amplicon,within_week,10,0.15,0
MGI-SYN-0659,2.46,269,1.67,879,7.4,13.19,348,18.9,amplicon,overdue,8,0.4,0
MGI-SYN-0660,2.07,441,1.82,1248,5.6,4.33,286,26.3,pcr_based,within_week,2,0.23,0
MGI-SYN-0661,1.67,455,1.13,785,9.7,5.5,18,21.0,pcr_free,within_month,8,0.0,0
MGI-SYN-0662,1.69,341,1.24,719,6.5,12.13,44,19.9,amplicon,overdue,3,0.25,0
MGI-SYN-0663,2.19,180,1.84,917,6.0,2.12,155,20.2,pcr_based,within_month,2,0.23,0
MGI-SYN-0664,1.7,301,1.22,906,6.2,4.86,355,24.4,amplicon,within_week,3,0.15,0
MGI-SYN-0665,1.56,454,1.79,1065,8.3,0.2,231,23.7,pcr_based,overdue,10,0.15,0
MGI-SYN-0666,2.35,348,1.05,624,6.7,1.03,316,20.5,rna_seq,today,10,0.15,0
MGI-SYN-0667,1.96,270,1.94,982,5.8,8.9,225,22.1,amplicon,overdue,3,0.15,0
MGI-SYN-0668,4.72,310,1.11,956,10.0,7.28,217,22.8,amplicon,today,5,0.0,0
MGI-SYN-0669,0.59,417,1.82,824,5.5,2.16,56,19.9,rna_seq,within_month,5,0.35,0
MGI-SYN-0670,3.84,394,1.85,911,7.1,2.36,31,17.4,amplicon,today,8,0.1,0
MGI-SYN-0671,4.15,331,1.32,1035,8.2,3.81,357,23.5,pcr_free,within_month,3,0.15,0
MGI-SYN-0672,0.79,321,1.83,1007,4.1,0.1,59,20.1,pcr_free,today,5,0.5,1
MGI-SYN-0673,1.88,319,1.7,644,7.9,1.38,353,23.3,amplicon,within_month,5,0.15,0
MGI-SYN-0674,1.85,276,1.38,998,5.1,1.17,235,23.0,pcr_based,within_month,1,0.08,0
MGI-SYN-0675,1.1,479,1.2,838,8.5,1.44,107,22.2,amplicon,today,3,0.15,0
MGI-SYN-0676,1.51,324,0.81,863,5.3,8.2,191,20.7,pcr_free,within_month,5,0.0,0
MGI-SYN-0677,1.28,447,1.74,863,8.2,1.64,18,20.1,pcr_based,within_month,3,0.0,0
MGI-SYN-0678,5.34,472,0.97,823,9.0,1.06,226,18.6,pcr_based,within_week,10,0.0,0
MGI-SYN-0679,3.55,430,1.64,1065,8.6,3.51,167,20.2,rna_seq,today,1,0.08,0
MGI-SYN-0680,4.2,315,1.49,835,7.5,10.04,71,23.7,amplicon,within_week,10,0.1,0
MGI-SYN-0681,3.19,382,1.87,648,6.6,1.38,362,26.2,rna_seq,today,2,0.23,0
MGI-SYN-0682,1.27,348,1.48,779,6.0,0.41,54,25.8,rna_seq,today,1,0.08,0
MGI-SYN-0683,1.71,278,1.47,882,9.6,2.2,245,22.4,pcr_free,within_week,3,0.0,0
MGI-SYN-0684,2.84,376,1.89,1071,5.7,6.88,350,26.2,pcr_based,within_month,8,0.15,0
MGI-SYN-0685,1.21,256,1.73,959,5.1,4.0,76,21.1,wes,within_month,8,0.0,0
MGI-SYN-0686,3.18,445,1.73,697,8.2,8.49,35,18.1,wes,today,2,0.08,0
MGI-SYN-0687,1.97,313,1.79,1297,5.6,16.04,267,27.8,pcr_based,overdue,2,0.33,0
MGI-SYN-0688,1.85,366,0.99,898,5.3,7.87,317,23.6,rna_seq,overdue,5,0.3,0
MGI-SYN-0689,3.18,373,1.9,1080,4.4,4.63,300,17.4,pcr_free,within_week,3,0.4,0
MGI-SYN-0690,2.78,329,1.84,823,6.1,3.4,121,26.7,pcr_based,today,8,0.0,0
MGI-SYN-0691,1.86,397,1.19,946,6.9,0.2,324,19.8,amplicon,overdue,1,0.38,1
MGI-SYN-0692,3.97,312,1.5,1001,7.4,20.78,25,20.4,pcr_based,within_month,5,0.2,0
MGI-SYN-0693,1.3,420,1.58,1069,8.7,2.42,160,25.1,pcr_free,within_week,5,0.0,0
MGI-SYN-0694,3.03,242,1.55,1040,7.9,0.83,84,26.1,pcr_based,within_month,10,0.0,0
MGI-SYN-0695,2.99,360,1.73,1007,6.7,5.49,114,19.0,pcr_free,within_month,5,0.0,0
MGI-SYN-0696,1.91,505,2.17,793,6.6,1.67,223,26.4,amplicon,within_week,2,0.08,0
MGI-SYN-0697,2.62,270,2.03,747,7.9,4.41,166,24.6,wes,within_month,2,0.08,0
MGI-SYN-0698,1.19,296,1.08,910,9.3,4.42,191,19.6,wes,within_month,5,0.15,0
MGI-SYN-0699,3.53,391,1.85,1018,7.2,2.95,175,21.3,amplicon,within_month,5,0.0,0
MGI-SYN-0700,2.03,364,2.13,810,6.2,9.04,1,26.5,pcr_based,overdue,8,0.15,0
MGI-SYN-0701,1.71,378,1.75,1042,5.2,1.54,229,17.3,pcr_based,today,5,0.1,0
MGI-SYN-0702,3.76,389,2.04,1111,4.4,2.98,86,26.1,pcr_free,within_month,5,0.15,0
MGI-SYN-0703,1.56,401,2.4,685,8.2,3.86,62,24.5,pcr_based,within_week,3,0.0,0
MGI-SYN-0704,1.1,439,2.01,699,8.0,5.45,320,23.5,pcr_free,within_week,3,0.3,0
MGI-SYN-0705,1.02,383,1.7,825,8.0,7.66,206,22.4,wes,within_week,2,0.23,0
MGI-SYN-0706,3.01,331,2.02,905,6.8,2.51,105,27.9,rna_seq,within_week,1,0.08,0
MGI-SYN-0707,1.17,404,1.66,756,9.5,5.19,318,28.4,pcr_based,today,5,0.4,0
MGI-SYN-0708,5.35,502,1.61,1093,6.1,0.82,291,20.2,amplicon,within_week,2,0.23,1
MGI-SYN-0709,0.79,339,1.46,926,8.7,13.49,250,23.8,pcr_free,within_week,2,0.53,1
MGI-SYN-0710,5.2,272,2.23,857,6.9,2.41,13,27.6,amplicon,within_month,2,0.08,0
MGI-SYN-0711,2.47,439,1.27,592,5.9,6.54,163,19.6,amplicon,today,2,0.08,0
MGI-SYN-0712,2.12,340,2.21,613,8.1,0.1,43,22.7,pcr_based,within_month,1,0.08,0
MGI-SYN-0713,1.69,176,1.8,901,7.7,1.15,111,25.0,pcr_free,within_week,5,0.15,0
MGI-SYN-0714,2.72,418,1.04,466,7.6,3.34,205,16.0,wes,today,3,0.1,1
MGI-SYN-0715,2.18,307,1.75,1032,7.1,10.53,256,24.5,amplicon,within_week,5,0.1,0
MGI-SYN-0716,3.86,343,0.76,822,6.9,3.75,307,18.7,wes,within_week,5,0.15,0
MGI-SYN-0717,2.36,377,1.85,1434,10.0,13.29,144,22.6,wes,within_month,10,0.35,1
MGI-SYN-0718,2.4,365,1.95,1265,9.1,3.31,146,25.4,rna_seq,within_week,1,0.08,0
MGI-SYN-0719,1.86,407,1.36,817,8.3,3.37,301,15.0,pcr_free,overdue,3,0.4,0
MGI-SYN-0720,2.16,315,1.65,831,7.2,0.64,164,24.4,pcr_free,overdue,2,0.23,0
MGI-SYN-0721,2.6,391,2.38,1029,8.8,8.11,169,28.1,pcr_based,within_week,3,0.1,0
MGI-SYN-0722,0.95,329,1.4,1157,7.9,1.42,298,20.4,pcr_free,within_month,10,0.3,1
MGI-SYN-0723,1.13,409,1.18,555,7.0,11.49,233,23.7,pcr_based,today,5,0.25,0
MGI-SYN-0724,3.23,399,2.19,528,6.5,12.09,271,26.0,amplicon,within_month,5,0.25,0
MGI-SYN-0725,2.42,275,2.39,738,6.9,14.35,60,17.2,amplicon,within_month,3,0.2,0
MGI-SYN-0726,2.03,437,1.6,955,1.3,3.67,296,24.3,pcr_based,within_week,5,0.45,1
MGI-SYN-0727,2.25,307,2.0,939,7.4,5.65,235,25.1,rna_seq,today,1,0.08,0
MGI-SYN-0728,2.65,415,2.14,1043,6.1,7.54,165,23.9,pcr_free,within_week,5,0.0,0
MGI-SYN-0729,1.7,379,1.3,634,9.9,0.7,194,22.3,pcr_based,within_week,5,0.0,0
MGI-SYN-0730,1.51,497,1.41,433,7.0,4.59,234,19.0,amplicon,within_month,3,0.0,0
MGI-SYN-0731,2.45,332,2.09,1004,4.9,0.17,183,26.2,wes,within_week,2,0.23,0
MGI-SYN-0732,1.36,322,2.27,701,6.9,3.44,333,22.1,pcr_based,within_week,8,0.15,0
MGI-SYN-0733,2.73,348,1.83,487,5.1,0.84,232,19.3,pcr_free,within_month,1,0.08,0
MGI-SYN-0734,0.95,326,1.25,876,7.9,1.01,361,21.0,amplicon,within_month,1,0.38,1
MGI-SYN-0735,3.72,414,2.39,993,7.5,2.27,107,23.1,pcr_free,today,3,0.0,0
MGI-SYN-0736,2.82,221,1.39,828,8.7,2.83,223,17.3,pcr_free,within_month,3,0.1,0
MGI-SYN-0737,2.53,266,1.47,768,5.6,4.88,80,22.1,amplicon,within_month,5,0.0,0
MGI-SYN-0738,3.64,265,1.74,821,7.1,0.39,234,20.7,pcr_based,within_month,5,0.0,0
MGI-SYN-0739,5.12,426,2.22,783,4.5,3.5,184,26.0,pcr_based,within_month,8,0.15,0
MGI-SYN-0740,3.7,487,1.94,607,8.3,1.01,185,16.4,pcr_based,within_month,3,0.1,0
MGI-SYN-0741,0.89,342,1.77,721,7.9,4.27,134,24.8,rna_seq,within_week,5,0.15,0
MGI-SYN-0742,1.17,336,1.79,944,7.9,5.07,220,26.3,rna_seq,within_month,8,0.15,1
MGI-SYN-0743,1.63,356,1.62,908,7.0,4.07,288,16.5,pcr_based,overdue,3,0.4,0
MGI-SYN-0744,2.25,443,1.82,880,7.7,6.7,364,16.8,pcr_based,within_month,3,0.25,1
MGI-SYN-0745,2.88,276,0.59,671,9.9,2.04,202,27.4,pcr_based,today,8,0.0,0
MGI-SYN-0746,1.55,369,1.48,817,6.5,7.24,146,19.3,pcr_based,today,1,0.08,1
MGI-SYN-0747,2.44,428,1.7,458,7.2,2.83,324,31.3,pcr_based,overdue,3,0.4,1
MGI-SYN-0748,1.53,390,1.14,882,5.0,3.31,127,16.6,amplicon,today,2,0.18,0
MGI-SYN-0749,1.64,365,1.75,1107,5.4,5.22,135,22.5,pcr_based,today,1,0.08,0
MGI-SYN-0750,1.1,430,1.52,585,7.2,0.1,114,21.9,pcr_based,within_week,2,0.23,0
MGI-SYN-0751,1.4,134,2.3,745,9.0,5.31,264,21.4,pcr_free,overdue,3,0.45,1
MGI-SYN-0752,1.13,404,2.23,909,6.5,4.82,64,23.4,pcr_based,within_week,5,0.15,0
MGI-SYN-0753,1.37,298,1.41,1076,6.6,1.85,135,23.6,pcr_based,within_week,3,0.0,0
MGI-SYN-0754,3.77,204,1.54,769,6.3,0.45,41,21.5,pcr_based,within_month,8,0.15,1
MGI-SYN-0755,1.38,391,1.57,725,6.0,0.48,296,19.0,amplicon,today,3,0.15,0
MGI-SYN-0756,8.3,460,1.42,496,7.5,12.83,3,25.1,amplicon,overdue,10,0.25,0
MGI-SYN-0757,2.85,339,1.68,869,4.3,5.84,194,23.9,pcr_based,within_month,10,0.15,1
MGI-SYN-0758,2.44,426,1.3,1218,9.3,0.68,110,22.3,amplicon,within_month,8,0.0,0
MGI-SYN-0759,1.45,479,1.15,900,5.8,2.21,221,23.8,pcr_based,overdue,10,0.15,0
MGI-SYN-0760,3.16,455,1.85,846,8.3,4.49,4,24.3,pcr_free,overdue,5,0.15,1
MGI-SYN-0761,1.67,481,1.85,908,4.7,9.03,244,19.7,amplicon,within_week,8,0.15,0
MGI-SYN-0762,2.37,409,1.28,848,8.2,0.22,166,23.7,pcr_based,within_week,2,0.08,0
MGI-SYN-0763,8.0,356,1.96,704,8.2,1.35,26,20.3,amplicon,within_month,3,0.0,0
MGI-SYN-0764,2.12,222,1.35,998,7.7,11.02,17,24.4,amplicon,within_week,8,0.1,0
MGI-SYN-0765,3.95,330,1.7,891,5.2,0.1,216,21.4,rna_seq,overdue,3,0.15,0
